CustomerID,CustomerName,Email,PhoneNumber,SignupDate,Country,Status,Age,PreferredChannel,IsSubscribed
1030,Jennifer Stanton,clam@parrish.com,308-148-8576x9976,2022-03-01,Canada,Active,62,SMS,False
1031,Anthony Wilson,maria40@hughes.biz,(259)266-3847,2022-11-29,Germany,Banned,58,App,True
1032,Katelyn Harris,maria14@thompson-roberts.com,+1-102-182-9871x12184,2020-10-05,India,Banned,38,Phone,True
1033,Jason Beasley,andreamcdowell@hotmail.com,274.054.7301x377,2025-02-07,UK,Banned,68,App,True
1034,Richard Maxwell,christensentammy@gmail.com,+1-650-833-3466x7722,2025-03-06,India,Inactive,53,App,True
1035,James Marquez,mccormickchristopher@gmail.com,221-184-7951x001,2021-12-25,USA,Active,34,Email,False
1036,Ian Nguyen,ramosmichael@taylor.biz,001-703-799-6707,2021-08-14,Canada,Inactive,62,Phone,False
1037,Michelle Mullins,catherine62@gmail.com,246-716-5243x4229,2021-06-06,UK,Active,21,App,True
1038,Kimberly Cooley,lisa91@gmail.com,+1-567-830-6234x30312,2023-09-01,UK,Active,39,App,False
1039,Renee Barker,danny33@hotmail.com,868.197.9186x55392,2023-11-28,India,Active,28,SMS,True
1040,Carlos Wilson,robert89@navarro-kelley.info,615.157.5162x736,2024-01-03,Canada,Inactive,74,App,True
1041,Jeffrey Farrell,sherylpeterson@hotmail.com,8327490590,2023-11-15,Canada,Banned,71,Phone,False
1042,Rebecca Jones,lisahayes@gmail.com,(891)692-5778x6638,2020-09-22,Germany,Inactive,51,SMS,False
1043,Marc Johnson,myersangela@norris.info,(910)729-8128,2022-05-20,USA,Inactive,34,SMS,True
1044,Anthony Brown,qlewis@reese-jones.com,244-376-4272,2022-03-09,UK,Active,61,Phone,True
1045,Sierra Burnett,joseph07@dominguez-sanchez.biz,(413)830-3551,2021-08-03,UK,Active,62,Phone,False
1046,Tristan Hawkins,nathanielcrane@jones-fletcher.net,(573)716-5353x529,2023-03-09,India,Inactive,24,SMS,False
1047,Ryan Johnston,robert11@king.com,607.459.9822,2020-11-20,India,Inactive,51,Email,False
1048,Linda Roberts,zramirez@yahoo.com,+1-274-828-8794,2022-07-28,Germany,Active,43,App,True
1049,Anne Wilson MD,christophervargas@hotmail.com,(060)118-1959,2021-08-12,India,Active,28,App,True
1050,Jason Davenport,cynthiamartin@washington-reynolds.info,001-819-717-5084x611,2024-08-26,Germany,Active,50,SMS,True
1051,Benjamin Martin,mhamilton@liu.com,+1-114-350-5422,2024-06-19,Canada,Inactive,41,Phone,True
1052,Rebecca Vance,charles99@hotmail.com,8899587931,2020-04-13,Germany,Active,42,App,True
1053,Scott Watson,clarkeyolanda@hotmail.com,001-196-792-5524x82363,2023-01-22,Canada,Inactive,57,Email,True
1054,Kimberly Park,chelsearowland@gmail.com,257.540.0572,2020-05-18,Canada,Inactive,74,App,True
1055,Mary Harris,hmitchell@hamilton.net,0247979127,2023-04-13,Canada,Banned,41,Email,True
1056,Rachel Smith,brendasmith@williams-johnson.com,714.558.7388x90762,2022-05-20,India,Inactive,55,Phone,True
1057,Donald Webster,phillipschristopher@yahoo.com,(131)445-7665,2024-09-14,Canada,Inactive,50,SMS,True
1058,Catherine Cohen DDS,cherylcastillo@hotmail.com,786.329.7802x03187,2021-04-12,USA,Active,48,SMS,False
1059,Amanda Stephens,tanyaaguilar@saunders-price.com,405-327-6806,2022-04-20,Canada,Banned,67,App,False
1060,Leah Perez,mariawalls@yahoo.com,(683)388-2160x8581,2020-09-13,Germany,Active,48,Phone,True
1061,Jennifer Martinez,butlermichael@yahoo.com,7044025888,2022-08-22,Canada,Banned,31,App,True
1062,Robert Anthony,irobertson@hotmail.com,001-060-411-0909x8823,2020-07-18,UK,Inactive,30,Phone,True
1063,Jeffrey Gordon,zwilson@gmail.com,823-248-7698x8186,2022-12-22,UK,Inactive,62,Phone,True
1064,Christopher Schroeder,joseph68@meza.com,001-901-209-0327x58801,2023-10-02,Germany,Banned,52,App,False
1065,Megan Garner,michelle87@jimenez.com,082-182-5063x819,2021-09-25,Canada,Inactive,71,Email,True
1066,Kyle Wiggins,jyates@hotmail.com,001-274-201-2296x53456,2022-07-09,Canada,Banned,53,Phone,False
1067,Amanda Sanchez,zsimpson@hotmail.com,+1-468-129-6193,2020-05-26,Germany,Active,28,Email,False
1068,Robert Snow,ashley20@gmail.com,580-741-8295x3646,2022-11-26,USA,Banned,19,App,False
1069,Jessica Dyer,hollyhill@carpenter.info,371-332-8310x735,2022-11-18,Canada,Banned,42,App,False
1070,Laura Moore DDS,dtravis@yahoo.com,751-095-7090x537,2020-07-29,India,Active,40,SMS,False
1071,Victor Brown,allison85@flores-griffin.org,001-835-003-8150,2020-08-20,USA,Inactive,24,SMS,False
1072,Gerald Brown,jeromeayers@wood.com,001-527-016-9071,2025-03-31,USA,Active,24,SMS,False
1073,Eric Mckenzie,juliamendoza@gmail.com,061.366.6526x548,2023-10-15,India,Active,32,Email,False
1074,Samantha Ferguson,austinlawson@dixon-roberts.com,(318)659-9302x4218,2021-11-29,Canada,Banned,31,SMS,True
1075,Tonya Walsh,vstewart@wilson-rodriguez.net,447-358-1186x189,2022-07-28,Canada,Active,48,SMS,True
1076,Kathleen Mullen,harrellsherry@cortez.com,001-512-826-3628,2022-11-05,India,Inactive,42,App,False
1077,Marcus Serrano,frazierjoseph@gmail.com,029.133.3582x33741,2022-04-09,India,Active,45,Email,False
1078,Sarah Santiago,kirstenhernandez@hotmail.com,(740)265-9973,2021-04-17,USA,Inactive,33,App,True
1079,Elizabeth Kim,patrickroberts@gmail.com,825.536.7106x9166,2023-11-14,Canada,Banned,24,Email,True
1080,Elizabeth Rojas,chavezchad@riddle-burton.com,+1-899-419-9900x5193,2022-07-16,India,Active,26,App,True
1081,William Cox,starkmalik@hotmail.com,6505754125,2023-11-30,Canada,Active,38,Email,True
1082,John Williams,ucruz@williams-campbell.com,767-930-4121,2022-05-26,UK,Banned,30,App,True
1083,Joshua Riley,howellcarolyn@hotmail.com,897-581-3703x97049,2025-03-31,USA,Active,66,App,False
1084,Jacqueline Scott,raymond58@hotmail.com,001-519-232-3722,2021-12-02,UK,Inactive,29,App,True
1085,Vanessa Gibbs,virginiarussell@kane-hart.org,(305)168-3984,2025-02-15,India,Inactive,47,SMS,True
1086,Ian Nelson,mcdonalddavid@barber-adams.com,447.911.2818,2020-12-30,UK,Inactive,64,App,False
1087,Jonathan Smith,vnewton@logan.com,210.117.0747,2022-05-25,UK,Active,69,Email,True
1088,Tyler Peterson,rmartin@hotmail.com,046.320.0440,2024-04-01,Germany,Inactive,71,Phone,True
1089,Dawn Reynolds,halltara@hicks.com,204-066-3603x519,2021-11-13,Canada,Active,55,Phone,False
1090,Amanda Beasley,lcortez@hotmail.com,+1-070-104-0032x40981,2022-11-17,USA,Active,29,App,True
1091,Heather Jones,zjenkins@quinn.net,386-974-8606x8023,2020-05-02,India,Active,51,Email,False
1092,Jonathan Jackson,alexis24@barnes-jackson.com,(900)614-0535x895,2023-08-14,India,Active,74,Email,False
1093,Lydia Ray,mooreandrew@taylor.org,627-145-8806,2021-01-09,USA,Banned,47,Email,True
1094,Timothy Wilcox,stephanie11@yahoo.com,(575)992-5763x6189,2021-09-18,Canada,Banned,52,Phone,True
1095,Erika Potter,byrdkaren@maxwell-sullivan.com,+1-318-825-9407,2022-06-11,UK,Active,29,App,True
1096,Robert Rhodes,torresmichaela@hotmail.com,001-596-474-7514,2021-07-25,India,Active,48,Email,True
1097,Taylor Davidson,larry61@yahoo.com,(792)665-7229,2021-02-02,Germany,Inactive,30,Phone,True
1098,Nathan Lopez,lwilliams@yahoo.com,+1-425-059-9466x9772,2024-07-10,Canada,Banned,44,App,False
1099,Linda Roberts,austin00@yahoo.com,358.890.9813x6188,2020-12-21,India,Active,69,Phone,True
1100,Tanner Hancock,cannonmaria@jones-mcguire.biz,861-251-0484,2025-01-15,India,Active,66,Phone,False
1101,Gregory Haley MD,steven52@hotmail.com,(151)934-9922x92905,2024-10-12,USA,Active,59,SMS,False
1102,Kenneth Hunter,hansenmark@farrell-knight.net,(308)134-5732,2021-06-14,Germany,Inactive,24,SMS,True
1103,Andrew Winters,dominicvazquez@gmail.com,111.254.1394x3496,2024-05-24,UK,Active,61,App,False
1104,Joshua Sanchez,reneebaldwin@mcdaniel.net,102-406-3648x43908,2021-08-30,Canada,Inactive,18,SMS,False
1105,Amber Hoover,ecurtis@medina.com,606.320.9420x805,2024-08-28,Germany,Active,74,Email,False
1106,Edwin Williams,tammy72@hotmail.com,(559)349-3534,2021-05-23,Canada,Banned,31,App,False
1107,Stephanie Gutierrez,dominiqueramos@yahoo.com,(633)548-9322x994,2020-11-28,USA,Banned,53,App,False
1108,Kristen Ingram,lukeblack@snow.com,+1-614-872-2591x24553,2021-08-18,USA,Banned,23,Email,True
1109,Matthew Chapman,vbonilla@gmail.com,148-800-8944,2021-05-18,UK,Active,19,Phone,True
1110,Hayden Lopez,alicia72@gmail.com,693-889-2490x1668,2023-07-21,Germany,Inactive,74,SMS,False
1111,Christopher Rivers,henrymartinez@hotmail.com,+1-454-762-9037,2025-02-12,Germany,Banned,64,Email,False
1112,Amy Vincent,lisa67@schmidt.biz,610-848-8236x092,2024-08-17,USA,Banned,55,Phone,True
1113,Oscar Shepherd,schambers@yahoo.com,(064)841-7221,2023-01-27,Canada,Active,34,Phone,False
1114,Gerald Smith,julia83@hotmail.com,(226)499-4003x7955,2025-02-22,Germany,Banned,64,Email,True
1115,Ricky Hood,pearsongeorge@gmail.com,(332)483-7207x6063,2021-05-10,India,Inactive,37,SMS,True
1116,Maria Mccormick,hensonchristine@gmail.com,001-930-165-6163x1460,2025-01-05,India,Banned,57,SMS,False
1117,Christopher Pitts,turnerjanet@yahoo.com,(166)112-8247,2021-05-03,Canada,Active,63,Phone,False
1118,Susan Ford,humphreyleonard@molina.com,247-950-2529x29452,2021-12-29,Canada,Banned,43,App,True
1119,Adrian Norris,johnsoncarla@hotmail.com,103.421.2267x24416,2024-08-04,UK,Inactive,67,SMS,True
1120,Alicia Sawyer,heather54@hotmail.com,980.531.4949x1873,2020-10-26,Canada,Banned,51,SMS,True
1121,Karen Bennett,whill@gmail.com,941-907-1257,2024-05-25,USA,Inactive,74,App,False
1122,Kaitlin Stephens,emily81@reyes-woods.com,(176)390-2832x178,2025-01-17,USA,Inactive,46,App,True
1123,George Willis,lanekimberly@hotmail.com,001-742-288-0666,2020-08-11,Canada,Inactive,67,App,True
1124,Shelia Franklin,jay50@gmail.com,1203463352,2022-08-01,Canada,Active,24,App,True
1125,Allison Williams,eric28@gmail.com,720.433.1522,2024-12-20,USA,Banned,70,Phone,False
1126,Phillip Hunt,andre51@hotmail.com,001-072-296-0844x4642,2022-03-06,India,Inactive,49,Email,True
1127,Carolyn Garcia,jguerrero@hotmail.com,001-142-039-3397x441,2020-10-30,UK,Inactive,49,SMS,False
1128,Raymond Russell,rodriguezrobert@moreno.com,+1-883-704-3397x665,2024-11-17,India,Inactive,55,Phone,True
1129,Beth Byrd,romanmelissa@smith-taylor.info,326-351-2386,2021-10-03,India,Inactive,36,App,False
1130,Lauren Rowland,mark13@williams.com,001-773-860-3457x158,2021-01-20,USA,Inactive,18,SMS,False
1131,Sandra Mckinney,christinarussell@yahoo.com,001-076-753-1439x380,2025-01-13,UK,Inactive,66,SMS,False
1132,Jacob Donovan,todd65@hotmail.com,+1-274-452-4260,2024-01-03,Germany,Active,35,Phone,False
1133,Matthew Boyd,johnrowland@schroeder.org,(215)811-9941x647,2022-07-05,Germany,Banned,67,App,False
1134,Brett Smith,kristen14@phillips.com,520.566.7427x073,2020-09-27,UK,Active,22,Email,False
1135,Joyce Hines,burchzachary@vazquez.com,1038356126,2025-02-28,USA,Banned,29,Email,False
1136,Benjamin Davis,tylermartinez@wilson.com,+1-465-497-7162x22493,2022-09-02,UK,Active,27,SMS,False
1137,Diana Brown,kimberly44@hotmail.com,9058756553,2021-08-16,Canada,Active,65,Email,True
1138,Jonathan Rodriguez,wayneanderson@gmail.com,815.099.7040x21547,2020-11-16,USA,Inactive,44,Phone,True
1139,Andrew Hernandez,taylor62@mitchell.biz,2741842594,2021-11-26,USA,Inactive,22,App,False
1140,Peggy Jones,fmanning@gmail.com,(741)620-1013x392,2021-08-21,UK,Inactive,65,SMS,True
1141,Rebecca Ford,lauren39@hotmail.com,277-219-7217x240,2021-12-05,UK,Active,20,SMS,True
1142,Jared Diaz,martindavid@gmail.com,679.200.6505,2020-07-26,India,Active,28,Email,True
1143,James Contreras,steelevanessa@gmail.com,702-620-7439,2020-06-25,USA,Active,69,Email,False
1144,Olivia Swanson,ellisanthony@jenkins.com,954.185.0035x438,2020-09-18,Canada,Inactive,74,App,True
1145,Kiara Ewing,ywilliams@dunn.net,919.594.5433x285,2022-12-25,UK,Active,24,Phone,True
1146,Austin Brown,isabella25@hotmail.com,343.734.1303,2023-09-24,UK,Inactive,52,Phone,True
1147,Donald Wade,katherinemartinez@williams.com,800.417.5104,2023-09-05,UK,Active,62,Phone,True
1148,Charles Avila,christophercain@hotmail.com,+1-055-704-6907x1585,2022-04-29,Germany,Active,42,App,False
1149,Teresa Fleming,jefferyzuniga@hotmail.com,081-956-1570x47761,2021-10-03,Canada,Active,29,App,True
1150,Darren Brown,whitecatherine@mccormick.com,149.052.1295,2023-02-15,USA,Active,72,SMS,False
1151,James Vasquez,johnlynch@yahoo.com,(261)934-4053x9928,2022-01-09,USA,Inactive,32,SMS,False
1152,Andrea Anthony,zimmermankatherine@gmail.com,+1-731-732-0477x6398,2023-11-08,Canada,Banned,40,App,False
1153,Shawn Hall,jenniferbaker@yahoo.com,448.351.1423x839,2024-06-14,UK,Banned,39,App,False
1154,Andrea Allen,robertbush@yahoo.com,001-758-318-6488x20033,2021-10-30,UK,Active,66,Phone,True
1155,Oscar Davis,lopezmichelle@yahoo.com,+1-268-231-6880x102,2022-12-23,UK,Inactive,33,Email,False
1156,Mary Brown,omarcollins@rosales-rosales.com,(758)648-7060x861,2023-02-17,Germany,Active,52,App,True
1157,Marc Hernandez,amanda54@salazar-lucas.com,+1-746-462-2330,2020-11-09,USA,Inactive,48,SMS,False
1158,Nathan Clark,osullivan@joseph-jackson.org,001-064-182-0633x47125,2020-07-19,Germany,Inactive,63,SMS,False
1159,Joshua Jimenez PhD,chasemarcus@hotmail.com,106-427-0470,2023-12-26,USA,Inactive,54,SMS,True
1160,Timothy Watts Jr.,watsonbrenda@gmail.com,0982074595,2023-01-09,Canada,Inactive,48,Phone,False
1161,Jonathan Brown,austinmiles@taylor-hernandez.com,257-097-6379,2021-02-27,Germany,Inactive,25,SMS,True
1162,Lance Hicks,sarah17@gmail.com,6694023014,2020-05-06,Germany,Banned,34,Phone,False
1163,Betty Jefferson,justincastaneda@gmail.com,001-861-838-1294x68765,2023-02-24,Canada,Banned,43,App,False
1164,Stephanie Vargas,qchan@hotmail.com,113.714.9882x45392,2024-11-28,Canada,Active,39,App,False
1165,Mark Henry,mstone@gmail.com,598.624.9367x7133,2024-03-29,Germany,Active,39,Email,True
1166,Patty Becker,ksantos@gmail.com,0590903411,2022-09-07,Germany,Inactive,53,App,True
1167,Mr. Steven Davis,tonyawalsh@hotmail.com,727-478-4226,2020-08-09,UK,Inactive,21,SMS,False
1168,Rachel Smith,ywilliams@hotmail.com,(793)327-8962x966,2021-05-18,Germany,Active,51,Email,True
1169,Brittney Harvey,obishop@herman.com,(347)969-2518,2024-12-30,Germany,Inactive,74,Email,False
1170,Sarah Harris,ronaldoliver@yahoo.com,(429)500-3008x0220,2020-12-30,Canada,Banned,47,SMS,False
1171,Craig Madden,garyking@hotmail.com,778-231-0723x66790,2023-07-23,UK,Banned,52,Phone,False
1172,Laura Frey,gabriellemalone@sullivan.com,820.501.6331,2022-08-16,Canada,Active,36,App,True
1173,Brenda Vance,wdavis@tucker-hogan.com,906-835-0238x321,2021-01-17,India,Inactive,32,App,True
1174,Jamie Simmons,rhill@hotmail.com,(523)458-1279,2024-11-18,UK,Active,42,SMS,False
1175,Samantha Smith,tarawaters@george.com,215.521.3201x694,2023-05-10,Canada,Active,26,App,False
1176,Corey Price,stevensjanice@king-blair.net,056-363-1754x29554,2022-01-16,India,Banned,72,Phone,False
1177,Christine Sawyer,joshua99@hotmail.com,406.452.2721,2023-07-24,India,Active,32,Email,True
1178,Edward Keller,leepatricia@thomas-brown.com,+1-421-854-7661x436,2020-10-23,India,Active,36,Phone,True
1179,David Burnett,tzimmerman@gmail.com,401-007-9988,2022-05-31,USA,Banned,34,App,False
1180,Dylan Ware,qherrera@gmail.com,+1-359-622-9696,2022-02-08,UK,Active,53,Email,True
1181,Kenneth Brown,charles05@graham.com,001-871-506-5015x903,2020-10-21,India,Active,69,App,False
1182,Jessica Smith,tiffany72@gmail.com,001-146-889-9648,2021-03-10,Canada,Banned,37,SMS,False
1183,Michael Johnson,carlostorres@gmail.com,(500)774-6425x342,2020-07-03,USA,Active,53,App,True
1184,Christopher Oliver,ymoreno@walters.net,3230939619,2020-10-09,Germany,Inactive,55,Phone,False
1185,Christopher Stephens,hillmelinda@frank-rogers.info,342.870.2097,2023-02-09,Canada,Inactive,27,SMS,True
1186,Melissa Boyd,zachary40@yahoo.com,4058949123,2022-11-30,UK,Inactive,49,Email,False
1187,Diana Smith,lucasconnie@hotmail.com,2263198508,2024-11-15,Canada,Inactive,64,Phone,True
1188,Anthony Davis,npatrick@gmail.com,(249)004-3256,2024-06-21,USA,Banned,74,App,False
1189,Veronica Downs,xbenson@matthews-moore.com,001-999-303-0983x2324,2023-07-10,India,Inactive,54,Email,False
1190,Vanessa Santos,umccullough@owens.com,001-315-395-2934,2025-02-16,Germany,Active,39,App,False
1191,Daniel Williams,arthur23@ingram.com,172-562-4368x4091,2024-04-06,India,Active,48,Phone,True
1192,Jill Chandler,anna41@yahoo.com,+1-682-423-4750,2022-07-06,USA,Inactive,65,App,False
1193,Michael Hebert,obarnes@yahoo.com,6410571007,2021-05-03,USA,Banned,56,App,False
1194,Brandi Allen,sarah29@frye.org,3897859697,2023-11-13,India,Banned,32,App,False
1195,Ashley Clark,brownalison@foster-huff.com,486.137.9290x40966,2024-03-20,UK,Active,25,SMS,True
1196,Jose Thomas,heatherphillips@freeman.com,210.456.3865x7493,2020-09-21,India,Inactive,49,App,False
1197,Jordan Powers,allenabigail@mitchell.net,490-933-1099,2020-07-09,Canada,Inactive,33,SMS,False
1198,Mr. Jacob Fritz MD,newmancrystal@yahoo.com,877-560-4716,2024-10-10,India,Inactive,67,Email,False
1199,Jeffrey Smith,cross@fitzgerald.net,872-604-5123x61369,2023-11-12,India,Inactive,64,SMS,False
1200,Marcus Neal,jennifer69@woods-robertson.com,408.494.6192,2020-12-02,USA,Active,56,Email,True
1201,Susan Navarro,mercertroy@gmail.com,+1-921-806-0883x634,2023-07-09,USA,Active,53,App,True
1202,Lucas Allen,tnavarro@gmail.com,001-397-863-1237x285,2024-10-01,Canada,Banned,57,SMS,False
1203,Amber Brennan,justin70@jacobs.net,+1-439-537-1152x212,2024-04-30,Canada,Inactive,30,Phone,False
1204,Robin Nelson,sharris@yahoo.com,+1-257-303-3507,2024-01-19,UK,Active,38,App,True
1205,Dana Little,kjohnston@johnson.com,+1-325-890-4788x7836,2025-02-16,Germany,Inactive,60,Email,True
1206,Laura Jackson,edwardbrown@martin.com,611-077-5119,2025-03-05,Canada,Active,54,Email,False
1207,Jennifer Vasquez,benjamin41@yahoo.com,+1-707-103-9600x82327,2022-09-30,Germany,Banned,24,Phone,True
1208,Roy Hawkins,michael89@thompson.com,384.256.3952x89145,2020-09-23,USA,Active,33,SMS,False
1209,James Mahoney,uluna@hines.info,(682)064-4937x7962,2022-04-29,UK,Inactive,64,Email,True
1210,Christina Brown,hcraig@ferrell-ortega.com,(119)010-9116x5420,2025-04-05,India,Inactive,33,SMS,True
1211,Megan Powell,lmay@washington-molina.com,001-709-980-2626x173,2021-08-05,Germany,Inactive,74,Email,True
1212,Brandon Lee,yrodriguez@yahoo.com,(186)888-1822x0392,2020-09-18,India,Banned,40,Email,False
1213,Laura Barajas,rachel50@yahoo.com,(984)906-6633x3186,2022-07-10,USA,Inactive,50,App,False
1214,Melissa West,robert32@armstrong-myers.info,+1-406-025-3955x9207,2022-02-06,Germany,Active,56,SMS,True
1215,Tyler Irwin,imclean@knight-sellers.com,861.237.7240x54384,2021-06-20,Canada,Banned,25,SMS,False
1216,Stephanie Arnold,cathyfernandez@hotmail.com,(930)909-5243x61982,2024-05-06,USA,Banned,39,App,True
1217,Rachel Delacruz,ramirezsamuel@gmail.com,901-187-2065,2021-06-26,India,Inactive,65,SMS,False
1218,Scott Gonzalez,zlewis@gmail.com,652.483.0771,2020-10-15,Germany,Active,39,Email,False
1219,Robert Williams,hsoto@johns-malone.com,(851)537-0554x051,2021-08-27,UK,Banned,68,Email,False
1220,Nathan Harper,xarnold@hotmail.com,611.870.0451x5627,2021-01-19,Germany,Inactive,24,Phone,False
1221,Michael Guzman,elloyd@garcia.net,+1-478-558-1590x36120,2023-10-03,India,Inactive,36,Phone,False
1222,Sarah Benson,obarnes@yahoo.com,947-415-7978x133,2022-03-18,USA,Active,45,Phone,True
1223,Scott Rogers,sawyerbrandon@ferrell-howard.info,325-802-9240,2021-06-28,USA,Active,41,Email,False
1224,Francis Davila,rogersbrittany@rivera.com,+1-270-438-0730,2023-12-22,India,Active,58,App,True
1225,Mrs. Veronica Howard,vkennedy@garcia.org,9203653273,2023-07-12,Canada,Active,25,SMS,True
1226,Jamie Miller MD,tylerkrause@guzman.net,(462)591-1812x863,2023-08-10,Canada,Inactive,40,Email,False
1227,Mike Gillespie,ronaldmartinez@moore-sanchez.com,172-094-2655,2025-03-30,Germany,Inactive,73,Email,False
1228,Bryan Richardson,ryancharles@duran-dixon.info,+1-511-975-3121x723,2024-09-29,Canada,Active,24,App,False
1229,Stephen Bryant,rodriguezgrace@good-todd.net,(758)889-7884,2020-06-11,USA,Inactive,19,App,True
1230,Brent Cook,greenjason@knapp-jackson.com,001-680-663-5162x139,2023-06-16,Germany,Active,31,Phone,True
1231,Christopher Stout,ytaylor@gmail.com,(357)442-1800x598,2024-10-14,USA,Banned,73,App,False
1232,Ryan Newton MD,moodyroberta@ayala-lee.com,815-432-4458,2020-07-18,India,Active,51,SMS,True
1233,Mary Clark,mitchellstephanie@serrano-guzman.org,138-069-0327x89918,2024-09-09,USA,Banned,47,SMS,False
1234,Cassandra Cooper,hporter@green.com,146.740.2870x246,2023-03-06,Germany,Active,54,Email,True
1235,Nicole Lee,amberperez@gmail.com,(712)184-9142x99794,2023-10-26,India,Banned,61,App,True
1236,Natalie Simmons,smartin@hotmail.com,+1-197-242-6125,2020-05-22,Germany,Banned,72,SMS,True
1237,Mr. James Roberts,mccoymary@gmail.com,001-391-277-5505x8681,2024-12-07,UK,Active,42,Email,True
1238,Bob Gross,daniel85@gmail.com,001-244-764-3561x233,2022-09-29,Canada,Active,36,App,True
1239,Amanda Johnson,stonetracy@yahoo.com,3760375882,2024-12-24,UK,Banned,27,Phone,True
1240,Danielle Davis,elizabeth88@evans.com,269-353-9813,2023-12-27,India,Inactive,51,SMS,False
1241,Michael Stewart,noah79@yahoo.com,231-097-0371x6582,2024-06-17,USA,Banned,48,App,False
1242,Jennifer Brown,dshannon@barnett.com,(647)323-1761x28747,2023-08-21,Germany,Inactive,63,App,True
1243,Crystal Lowe,michael04@boyd.com,(698)286-2703,2021-09-14,Germany,Inactive,25,Phone,False
1244,Wendy Brown,douglasjeffrey@ortega.com,937-591-8135x8564,2022-12-15,UK,Active,41,Phone,True
1245,James Sparks,donald67@greene.com,432.576.5038,2025-03-31,Germany,Active,42,Email,False
1246,Craig Gutierrez,mbradley@smith-moreno.com,4252921438,2020-10-27,USA,Banned,39,Email,False
1247,Vanessa Wood,xhamilton@garcia.org,460-873-6618x088,2024-04-09,USA,Banned,27,App,False
1248,Mitchell Smith,shawpatrick@hotmail.com,(515)405-6985x214,2024-03-11,Canada,Inactive,35,Email,False
1249,Laura Curtis,john56@yahoo.com,001-915-869-6227x63163,2022-08-12,UK,Inactive,55,Email,False
1250,Shelby Berg,jasonberg@yahoo.com,(778)901-6065x264,2020-11-25,UK,Inactive,30,Email,True
1251,Tanya Perry,lschwartz@gmail.com,533.542.1005x823,2020-10-15,India,Inactive,71,Phone,False
